Date,Adj_eff,P5_eff,P5_sap_draw,P5_actual_draw,P5_seed,Total SAP Draw,Adjusted Draw,Total Cullet %,Melting cost-Rs/ton/Draw,Barrier Boosting (kWh),Capacitive Boosting (kWh),Boosting (kWh),Barrier Boosting Per ton (kWh/ton),Capacitive Boosting Per ton (kWh/ton),FO-Furnace Consumption (MT),FO-Furnace Consumption (kg per MT),LPG -WE/FHs Consumption(kg),Melting Energy -Kcal//Draw of glass,Bottom Front (oC),Throat Riser (oC),LPG WE & FH (Kg /Ton/ draw),Boosting per ton (kWh/ton draw),FO density (Specific Gravity),FO consumption (Liters),FO L/ton,Glass CE-kg,Glass Packing-kg,FURNACE COMBUSTION AIR FLOW,FURNACE GAS FLOW,FURNACE GLASS LEVEL,FURNACE OIL FLOW,FURNACE PRESSURE,WORKING END ZONE 1 TEMPERATURE,WORKING END ZONE 2 TEMPERATURE,WORKING END ZONE 3 TEMPERATURE,LINE P5 ZONE 1 LEFT BOTTOM TEMPERATURE,LINE P5 ZONE 1 LEFT MIDDLE TEMPERATURE,LINE P5 ZONE 1 LEFT TOP TEMPERATURE,LINE P5 ZONE 1 MIDDLE BOTTOM TEMPERATURE,LINE P5 ZONE 1 MIDDLE MIDDLE TEMPERATURE,LINE P5 ZONE 1 MIDDLE TOP TEMPERATURE,LINE P5 ZONE 1 RIGHT BOTTOM TEMPERATURE,LINE P5 ZONE 1 RIGHT MIDDLE TEMPERATURE,LINE P5 ZONE 1 RIGHT TOP TEMPERATURE,CIMANY CHANNEL TEMPERATURE,COMBUSTION AIR MELTING END TEMPERATURE,ELECTRODE HOLDER 1 TEMPERATURE,ELECTRODE HOLDER 2 TEMPERATURE,ELECTRODE HOLDER 3 TEMPERATURE,ELECTRODE HOLDER 4 TEMPERATURE,ELECTRODE HOLDER 5 TEMPERATURE,ELECTRODE HOLDER 6 TEMPERATURE,ELECTRODE HOLDER 7 TEMPERATURE,ELECTRODE HOLDER 8 TEMPERATURE,MELTING END BEHIND FRONT TEMPERATURE,MELTING END BOTTOM BEHIND RIGHT TEMPERATURE,MELTING END BOTTOM MIDDLE TEMPERATURE,MELTING END CROWN BEHIND TEMPERATURE,MELTING END CROWN INFRONT TEMPERATURE,MELTING END CROWN MIDDLE TEMPERATURE,REGENERATOR LEFT BOTTOM TEMPERATURE,REGENERATOR LEFT CROWN TEMPERATURE,REGENERATOR RIGHT BOTTOM TEMPERATURE,REGENERATOR RIGHT CROWN TEMPERATURE,THROAT ON SIDE TEMPERATURE,FOREHEART LINE P5 ZONE 1 BOTTOM TEMPERATURE,FOREHEART LINE P5 ZONE 1 MIDDLE TEMPERATURE,FOREHEART LINE P5 ZONE 1 TOP TEMPERATURE,FOREHEART LINE P5 ZONE 2 TEMPERATURE,FOREHEART LINE P5 ZONE 3 TEMPERATURE,FOREHEART LINE P5 ZONE 4 TEMPERATURE,FOREHEART LINE P5 ZONE 5 TEMPERATURE,PYROMETER WE ZONE 1 TEMPERATURE,PYROMETER WE ZONE 2 TEMPERATURE,PYROMETER WE ZONE 3 TEMPERATURE,THERMOCOUPLE WE ENTRANCE TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 01 CURRENT,CAPACITOR BOOSTING ELCTRODE 01 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 02 CURRENT,CAPACITOR BOOSTING ELCTRODE 02 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 03 CURRENT,CAPACITOR BOOSTING ELCTRODE 03 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 04 CURRENT,CAPACITOR BOOSTING ELCTRODE 04 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 05 CURRENT,CAPACITOR BOOSTING ELCTRODE 05 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 06 CURRENT,CAPACITOR BOOSTING ELCTRODE 06 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 07 CURRENT,CAPACITOR BOOSTING ELCTRODE 07 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 08 CURRENT,CAPACITOR BOOSTING ELCTRODE 08 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 09 CURRENT,CAPACITOR BOOSTING ELCTRODE 09 TEMPERATURE,CAPACITOR BOOSTING ELCTRODE 10 CURRENT,CAPACITOR BOOSTING ELCTRODE 10 TEMPERATURE,CAPACITOR BOOSTING SERVO MOTOR,CAPACITOR BOOSTING TRANSFORMER BM POWER HYST,CAPACITOR BOOSTING TRANSFORMER BM POWER SP,CAPACITOR BOOSTING TRANSFORMER BM POWER SPH,CAPACITOR BOOSTING TRANSFORMER BM POWER SPPROD,CAPACITOR BOOSTING TRANSFORMER BM PRODUCTION,CAPACITOR BOOSTING TRANSFORMER KWH help,CAPACITOR BOOSTING TRANSFORMER KWH memo,CAPACITOR BOOSTING TRANSFORMER KWH presmonth,CAPACITOR BOOSTING TRANSFORMER KWH prvmonth,CAPACITOR BOOSTING TRANSFORMER KWH today,CAPACITOR BOOSTING TRANSFORMER KWH yesterday,CAPACITOR BOOSTING TRANSFORMER L1 L2 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L2 Volt,CAPACITOR BOOSTING TRANSFORMER L1 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L1 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L1 PE Volt,CAPACITOR BOOSTING TRANSFORMER L1 Tota lCurrent,CAPACITOR BOOSTING TRANSFORMER L1 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L2 L3 Po WORKING END r,CAPACITOR BOOSTING TRANSFORMER L2 L3 Volt,CAPACITOR BOOSTING TRANSFORMER L2 PE Volt,CAPACITOR BOOSTING TRANSFORMER L2 Total Current,CAPACITOR BOOSTING TRANSFORMER L2 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER L3 PE Volt,CAPACITOR BOOSTING TRANSFORMER L3 Total Current,CAPACITOR BOOSTING TRANSFORMER L3 Total Current Limit,CAPACITOR BOOSTING TRANSFORMER Resistor R,CAPACITOR BOOSTING TRANSFORMER Resistor S,CAPACITOR BOOSTING TRANSFORMER Resistor T,CAPACITOR BOOSTING TRANSFORMER Total Po WORKING END r,ELCTRODE PROT ACTIVE EARTH,Furnace Draw,SFC ( kcal per kg),FO ( Lts),FO (Lts/ Ton),SPV_oil,PVV_oil,QVV_oil,SPRV_oil,PVRV_oil,FLV_oil,FRV_oil,SPV_combustion,PVV_combustion,QVV_combustion,SPRV_combustion,FLV_combustion,FRV_combustion,Air to Fuel Ratio,P5_defect,Density (g/cm3),SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,TiO2
09-Feb-22,85.02432695,93.2,56.93,56.9,18,308.9,308.3,30,10447,7290,31157,38447,23.6,100.86,28.89,93.53,5393,1020,1225,1320,17.5,124.46,0.915,31574,102,234,105.3,14714.45141,-0.44237678,-0.021536529,1194.323129,0.353998378,1260.82692,1267.153406,1234.758745,1133.201167,1136.196997,1139.690895,1138.650045,1143.206635,1136.16593,792.874619,793.0501838,850.1317201,495.2009736,13265.98958,211.9846797,179.9860724,220.738676,240.6515679,245.7491289,204.6480836,257.3538032,209.2205164,1224.380587,1047.432659,55537,1469.661775,1578.073375,1525.563242,421.6757512,1394.356394,474.5087352,1403.313986,987.6365546,1197.511905,1197.212885,1195.733753,1210.651992,1213.773427,1233.606294,1221.005598,1262.726894,1269.026426,1235.718359,1319.388928,1334.795174,290.5810557,1043.45191,246.3256339,799.9003009,287.7560656,937.2822303,298.6016773,1224.036164,294.4502523,1396.11421,248.2774486,1364.671309,317.1988856,1283.36707,248.9891297,1346.241013,581.9277,871.0587468,270.3816313,67.80693054,10,250,940,1200,298,0.503310555,16777216,259588.2572,934674,15647.57314,31046.63713,737.2282845,195.1018224,734.3446942,193.3291303,90.89241,3552.116349,4300,775.7742633,192.7489529,126.1443383,4044.263682,4300,111.5335649,4004.790657,4300,51.63700536,47.89522784,50.90122461,1297.65397,7.328051815,309,1020,31574,102,1229.341667,1193.062771,36.39194444,14290.91135,14738.74489,0.465277778,0.5,14290.91135,14738.74489,73.51227778,14290.91135,0.465277778,0.5,12.35370447,2.88,2.5166,70.2,1.82,0.102,9.48,3.24,13.61,1.05,0.034
10-Feb-22,85.40229885,93.1,56.63,56.6,15,305.12,304.5,30,10332,7554,31266,38820,24.76,102.47,28.077,92.02,5438,1008,1224,1317,17.8,127.23,0.906,30990,102,125,105.3,14451.30822,-0.405111123,-0.02103299,1183.572651,0.359344557,1262.828368,1268.061776,1235.829166,1133.225478,1136.533128,1140.778971,1138.862966,1143.492412,1137.022096,792.8713304,793.0477779,865.2003199,494.1577484,13026.69215,211.6924148,179.9199722,220.9192763,240.7195546,245.9220056,204.8737796,257.281926,209.2213687,1224.536364,1048.160028,55537,1459.811888,1572.789363,1516.0007,425.2106368,1390.181945,472.4940518,1394.892081,987.3302945,1197.492978,1197.102672,1195.653576,1210.584853,1213.690042,1233.489481,1220.947368,1264.507992,1269.853064,1236.695682,1318.871308,1336.059841,291.1100957,1045.712359,251.6885123,801.1374992,288.302119,937.003968,299.2111255,1226.625856,294.4662375,1398.883027,249.0145073,1369.951881,319.3674423,1287.902469,238.1011532,1346.972651,582.0740733,873.8070549,271.0023424,67.80693054,10,250,940,1200,298,0.504651041,16777216,290594.9818,934674,15518.21529,31145.02596,737.8697453,195.0032205,735.4936104,193.1857455,90.01417243,3556.861309,4300,776.761362,192.5604399,127.1962843,4056.745593,4300,111.1892236,4010.497124,4300,51.53862968,47.73892963,50.74846072,1299.235684,7.213805257,305,1008,30990,102,1223.949306,1188.675194,35.40768056,14106.23875,14541.48765,0.468055556,0.496527778,14106.23875,14541.48765,72.80020833,14106.23875,0.468055556,0.496527778,12.2333567,2.88,2.5166,70.04,1.8,0.118,9.62,3.15,13.81,1.01,0.036
11-Feb-22,80.7187603,93,56.6,56.6,17,303.86,303.3,30,10515,7954,31385,39339,26.18,103.29,28.456,93.65,5439,1026,1221,1314,17.9,129.46,0.91,31270,103,65,105.3,14525.31868,-0.405269573,-0.027985952,1181.489503,0.357718942,1266.83651,1264.337746,1232.781936,1134.017189,1137.068864,1141.103424,1139.100571,1143.673103,1137.071083,792.8716163,793.0467317,864.7451288,493.0701389,13093.93958,212.3154969,180.6031967,221.4169562,241.1570535,246.1945796,205.1396803,257.8581363,208.9867688,1223.269499,1049.122563,55537,1466.059192,1579.350767,1520.3947,429.4205021,1393.367503,467.083682,1400.048117,986.6910739,1197.542897,1197.223629,1195.720898,1210.667135,1213.757725,1233.577653,1221,1268.627778,1266.273106,1233.779708,1316.28903,1333.225555,290.5029044,1042.37415,251.4957651,799.7145135,288.0286979,936.4793991,299.3682699,1228.785577,295.5823729,1399.20897,248.2228824,1371.081317,318.5042039,1287.990078,235.843283,1347.305183,583.8704274,874.5503901,270.4318533,67.80693054,10,250,940,1200,298,0.501671953,16777216,321858.4975,934674,15568.19198,31254.3488,741.7581677,196.144343,740.0382546,194.3758309,90.28114986,3555.209556,4300,781.5330905,193.771891,128.4618397,4058.313993,4300,111.9904305,4007.350387,4300,51.87212804,48.04792748,51.06010981,1306.871591,7.135898919,304,1026,31270,103,1214.753472,1177.276653,34.63943056,13997.22806,14455.00174,0.479166667,0.486111111,13997.22806,14455.00174,72.57229167,13997.22806,0.479166667,0.486111111,12.27833891,2.88,2.5188,70.04,1.8,0.118,9.62,3.15,13.81,1.01,0.036
12-Feb-22,77.79684283,88.9,56.66,56.7,15,303.44,291.4,30,10236,6672,30212,36884,21.99,99.56,27.822,91.69,5712,1000,1229,1321,18.8,121.55,0.91,30574,101,232,105.3,14384.13454,-0.405147026,-0.01974263,1166.952691,0.36131504,1276.20824,1270.546046,1236.773157,1133.442286,1136.605294,1140.541528,1139.514844,1144.315512,1137.059151,792.8719145,793.0487555,863.9626984,491.0722724,12967.02153,210.6490618,179.545961,219.8140669,241.4108635,244.4575209,204.0578397,257.58159,208.0794979,1224.781425,1049.122121,35153.9162,1474.241958,1580.777622,1529.092308,418.5902098,1397.886014,474.5083916,1397.165734,984.7944056,1197.505256,1197.341275,1195.675524,1210.692792,1213.818754,1233.57563,1221.032936,1278.184979,1272.430459,1237.776773,1320.337071,1320.609499,291.8273481,1032.119464,252.2821987,792.1020041,288.0942717,930.4558079,300.7531195,1220.80357,295.8729111,1389.195049,249.6379534,1356.551186,319.6906134,1265.269905,235.3974131,1329.95208,584.5342193,860.9748738,271.7415232,67.80693054,10,250,940,1200,298,0.493458603,16777216,353020.487,934674,15366.89344,31372.22599,717.839074,191.7150227,714.2184781,189.8426218,88.32529032,3511.453513,4300,755.6725398,189.1936591,124.9231941,4010.967559,4300,109.6800645,3975.461163,4300,51.21121829,47.3769984,50.47236181,1263.284828,7.155510557,303,1000,30574,101,1216.467361,1178.622882,37.61578472,14039.83453,14510.11501,0.460416667,0.504861111,14039.83453,14510.11501,72.59131944,14039.83453,0.460416667,0.504861111,12.31107527,2.88,2.518,69.9,1.77,0.113,9.78,3.14,13.84,0.96,0.036
13-Feb-22,84.63900135,93.1,56.64,56.6,16,296.99,296.4,30,10419,6348,29745,36093,21.37,100.15,27.792,93.58,5729,1018,1230,1322,19.3,121.53,0.91,30541,103,106,105.3,14288.08956,-0.405132338,-0.016568643,1163.172484,0.361971351,1276.31877,1272.080218,1239.273005,1132.536258,1135.759616,1139.845462,1139.089375,1143.882859,1137.075053,792.8729614,793.0478656,866.9375587,491.6615705,12880.12292,210.7195546,179.1670146,219.7654836,240.5935978,244.9756437,203.2878049,257.866899,208.9804878,1227.920447,1050.110879,52198.11732,1463.194134,1576.969972,1521.054469,419.3484637,1386.306778,474.5562544,1386.486373,989.9168414,1197.037245,1196.997892,1195.733193,1210.644709,1213.765449,1233.543219,1220.981729,1278.268056,1273.98125,1240.202224,1320.978215,1317.602567,292.9637348,1031.579653,253.393395,788.007859,291.7135761,919.3816575,300.4060187,1208.157103,295.4609296,1376.802698,249.6728894,1347.244868,320.3494975,1255.28517,235.9158896,1326.940076,586.4031761,855.4873893,272.4016628,67.80693054,10,250,940,1200,298,0.484445675,16777216,383291.4553,934674,15224.82171,30335.16913,711.7544439,191.0571311,708.3969183,189.3315788,87.64418184,3500.127425,4300,747.9254284,188.6250389,124.6643114,3979.715106,4300,109.7834649,3947.473536,4300,51.30550105,47.5903202,50.62604406,1251.973607,7.232690355,297,1018,30541,103,1198.095833,1159.841486,33.17738889,13805.33103,14273.14581,0.46875,0.497222222,13805.33103,14273.14581,71.59099306,13805.33103,0.46875,0.497222222,12.30611767,2.88,2.5182,69.9,1.77,0.113,9.78,3.14,13.84,0.96,0.036
14-Feb-22,83.4012016,91.8,56.62,56.6,14,302.8,299.6,30,10302,6739,30747,37486,22.26,101.54,27.889,92.1,5530,1006,1226,1320,18.3,123.8,0.906,30783,102,50,105.3,14066.3481,-0.40508246,-0.02331492,1148.774868,0.359287874,1274.642932,1267.788686,1234.674784,1133.144643,1136.214974,1139.794911,1139.108197,1141.303565,1137.055586,792.8130162,792.9887389,865.647438,484.4756944,12680.52222,211.4847222,179.3822099,220.4826147,240.8066759,245.2943633,203.5097493,258.2778552,208.8864111,1229.167247,1052.356098,55537,1473.534218,1580.677374,1526.897973,421.2047519,1385.138365,461.8651293,1392.499651,992.7109867,1197.290909,1197.068531,1195.784916,1210.648045,1213.800839,1233.606993,1220.863636,1276.46875,1269.670139,1235.653231,1322.167832,1323.486921,293.5824256,1038.37514,253.8653204,793.1277235,289.8650746,921.745727,301.0339307,1214.530337,296.1162822,1383.248546,250.3201413,1355.557975,322.2084048,1261.023645,244.8716808,1332.586515,586.0679204,860.1073744,271.5881974,67.80693054,10,250,940,1200,298,0.50389935,16777216,412873.7825,934674,15054.45206,29795.60224,719.9605287,192.2919587,716.6224282,190.5693862,88.25380843,3516.286089,4300,757.3152984,189.9849689,124.6359414,3999.925993,4300,111.0533549,3967.891728,4300,51.38122056,47.68526278,50.70734166,1266.612279,7.696005198,303,1006,30783,102,1182.804167,1144.684653,36.02713889,13574.02476,14034.76985,0.478472222,0.486111111,13574.02476,14034.76985,70.866125,13574.02476,0.478472222,0.486111111,12.2608177,2.88,2.519,69.9,1.77,0.113,9.78,3.14,13.84,0.96,0.036
15-Feb-22,85.62458026,93.1,56.39,56.4,19,298.36,297.8,30,10328,6978,31086,38064,23.39,104.19,27.43,91.94,5717,1007,1226,1320,19.2,127.58,0.91,30143,101,60,105.3,13690.62822,-0.405298748,-0.024684171,1147.822757,0.356656518,1272.687326,1271.471946,1235.686949,1133.446427,1136.974838,1141.58497,1138.129841,1138.228006,1137.05997,792.8365596,793.0117517,872.9198833,486.5041725,12340.22569,211.3331015,179.1376912,221.0820584,240.5465925,245.2581768,204.0494085,257.2887961,207.8891986,1225.475593,1050.965157,55537,1461.914923,1573.961592,1518.506983,416.572327,1387.110412,470.5087352,1386.044025,988.5573427,1197.346154,1197.13007,1195.754533,1210.630147,1213.747207,1233.575122,1220.918182,1274.609875,1273.368567,1236.628392,1319.868531,1334.793776,294.855655,1044.075313,253.2974038,798.4161927,292.8833968,928.8658552,301.2558573,1226.724237,297.104947,1393.998686,249.6101292,1366.199824,321.6493349,1273.943614,253.3737111,1341.207347,587.5684782,868.4528299,272.0411986,67.80693054,10,250,940,1200,298,0.495176144,16777216,444110.7304,934674,15625.25386,30641.00351,736.8720002,195.368841,733.6650546,193.5849838,90.53939086,3544.612311,4300,775.0828048,192.9676123,126.1165922,4034.158225,4300,112.2529228,3998.142917,4300,51.80363763,48.04895026,51.08637802,1296.587721,7.721846459,298,1007,30143,101,1193.611806,1154.762264,39.1716875,13424.67799,13904.39025,0.4625,0.501388889,13424.67799,13904.39025,70.36445139,13424.67799,0.4625,0.501388889,12.04091152,2.88,2.5174,69.9,1.77,0.113,9.78,3.14,13.84,0.96,0.036
16-Feb-22,87.14478569,93.6,56.58,56.6,12,297.7,296.3,30,10293,6862,31391,38253,23.05,105.45,27.231,91.47,5732,1004,1227,1320,19.3,128.5,0.91,29924,101,151,105.3,13292.41887,-0.410795914,-0.041226097,1139.361671,0.35914289,1272.021519,1271.45384,1235.567419,1133.396053,1136.840893,1141.673735,1137.616484,1137.814178,1137.041242,792.8332776,793.0098477,874.3340433,486.7282835,11982.75556,211.4468381,179.1118833,221.4075104,240.0723227,245.2896936,204.7038328,257.7923345,209.2894003,1226.127615,1050.947699,55537,1455.578911,1572.094274,1512.40852,418.9629888,1381.62919,470.4692737,1377.488128,991.1334731,1197.253679,1197.060266,1195.709294,1210.637063,1213.706088,1233.532913,1220.611773,1273.821404,1273.366736,1236.447075,1319.831114,1329.477051,295.3314429,1038.004224,253.6679093,794.8539624,294.1770161,927.0103898,302.0881665,1225.650453,297.2624178,1392.740461,250.6692471,1367.930767,318.0756966,1275.093929,244.3288657,1340.259529,588.7129721,871.3728595,272.6305131,67.80693054,10,250,940,1200,298,0.501564857,16777216,475166.4954,934674,15642.5207,31050.05267,739.4161326,196.4600885,737.3467242,194.6139313,90.62822098,3541.188411,4300,778.1315882,193.9960834,127.9668696,4035.943127,4300,112.5945637,3985.683076,4300,52.20333745,48.36885405,51.36959965,1302.037589,7.678732571,298,1004,29924,101,1180,1140.091861,30.17052083,12831.6041,13311.54938,0.472222222,0.493055556,12831.6041,13311.54938,68.06396528,12831.6041,0.472222222,0.493055556,11.67585686,2.88,2.5194,69.9,1.77,0.113,9.78,3.14,13.84,0.96,0.036
17-Feb-22,82.02159973,78.7,56.36,56.4,9,308.77,296.3,30,10369,7975,31726,39701,25.83,102.75,28.482,92.24,5757,1011,1226,1316,18.6,128.58,0.92,30959,100,159,105.3,14201.00089,-0.423901201,-0.028046784,1173.999119,0.360105921,1269.453448,1269.395798,1235.085359,1133.596189,1136.84122,1141.198545,1137.8423,1137.984452,1137.071581,792.8354903,793.0052245,870.74451,490.39375,12800.98194,211.9583044,179.7630299,222.0166782,240.5100764,245.4621265,205.7824878,258.364395,209.9039666,1227.380919,1050.322895,55537,1457.179666,1572.912134,1513.636681,422.2552301,1384.287308,471.6420098,1384.541201,994.2250175,1197.237861,1197.033779,1195.683287,1210.639494,1213.778481,1233.583685,1221,1271.211258,1271.318498,1236.009736,1320.144366,1336.961998,295.6005636,1045.904324,262.0033113,796.3027384,294.873637,928.5296892,301.8919295,1226.793334,296.5985297,1396.456864,250.7635501,1372.587387,318.768441,1282.726082,248.400982,1347.565802,589.660792,875.1578251,273.2485882,67.80693054,10,250,940,1200,298,0.499636499,16777216,506519.4519,934674,15616.86015,31358.84961,751.0462394,198.736677,749.7536496,196.9761878,90.39223158,3559.598742,4300,790.2850803,196.3406348,130.3317466,4051.649928,4300,114.6107095,3997.47567,4300,52.59490548,48.78586157,51.75861,1322.905583,8.0561266,309,1011,30959,100,1203.979167,1163.573465,32.53325,13384.78622,13875.30466,0.470138889,0.495138889,13384.78622,13875.30466,70.41582639,13384.78622,0.470138889,0.495138889,11.92473452,2.88,2.5201,69.82,1.7,0.104,10.11,3.04,13.7,1.03,0.035
18-Feb-22,84.42708333,93.5,56.44,56.4,11,307.76,307.2,30,10324,7546,31242,38788,24.52,101.51,28.337,92.07,5408,1007,1229,1322,17.6,126.03,0.913,31037,101,64,105.3,14270.14867,-0.405153931,-0.019679482,1195.244639,0.349301199,1272.434275,1275.875275,1237.076658,1133.223613,1136.870672,1141.43784,1137.939158,1138.018791,1136.952868,792.7708534,792.9424087,868.7797763,496.4294649,12860.80417,211.885337,179.5107714,222.5111266,240.569541,246.0611961,205.8004172,257.7318942,209.597493,1225.615599,1047.444986,55537,1464.195819,1575.641115,1519.098258,414.0027875,1397.417422,484.8160279,1398.365411,989.0292887,1197.568022,1197.166199,1195.540559,1210.453147,1213.613287,1233.426872,1220.957313,1274.052192,1277.527488,1237.874652,1317.629734,1337.491234,295.7232255,1045.449971,269.126923,797.2017791,295.9687933,929.5064039,301.4657741,1230.841117,297.3890552,1398.117479,250.810915,1371.901734,318.5785704,1277.574101,247.7733663,1343.026521,590.0188785,870.3505534,273.2437485,67.80693054,10,250,940,1200,298,0.476505439,16777216,538556.6181,934674,15978.74912,31690.55151,745.289574,197.2787615,743.0835483,195.5434529,89.24377302,3550.72787,4300,784.3086339,194.800506,129.2591286,4047.500535,4300,114.0451388,4002.864168,4300,52.23236061,48.39277709,51.4684972,1312.427059,8.167488471,308,1007,31037,101,1235.527778,1196.085972,35.6624375,13916.40294,14394.46429,0.459722222,0.505555556,13916.40294,14394.46429,72.33591667,13916.40294,0.459722222,0.505555556,12.03464017,2.88,2.5197,69.82,1.7,0.104,10.11,3.04,13.7,1.03,0.035
19-Feb-22,80.7424594,90.9,56.34,56.3,22,307.33,301.7,30,10358,7388,31242,38630,24.04,101.66,28.417,92.46,5543,1011,1231,1323,18,125.7,0.913,31125,101,51,105.3,14112.51359,-0.405052351,-0.056614991,1184.761916,0.360799853,1271.979768,1271.072892,1234.995577,1132.724311,1135.281196,1137.288554,1140.52649,1140.092454,1137.062499,792.8111928,792.9881819,851.0952607,492.3632568,12721.27033,211.9199164,179.6260446,222.1247387,241.0285914,245.8863319,205.1757322,259.0006978,210.5080251,1230.141859,1050.740741,55537,1457.415793,1573.059399,1516.628931,414.0824598,1389.257163,475.9147449,1396.621678,994.3566434,1197.448565,1197.181246,1195.595521,1210.584325,1213.706788,1233.505948,1220.913226,1273.580556,1272.823243,1235.892683,1322.292512,1335.370468,297.8826233,1045.524425,271.8283967,794.8177462,297.9106274,925.9609624,303.3366613,1225.712968,298.1777501,1394.197638,252.9156989,1369.70093,320.7525077,1272.490401,249.9663447,1340.526143,593.1079281,869.0226263,275.2965455,67.80693054,10,250,940,1200,298,0.501893219,16777216,569373.4143,934674,15497.70329,31293.14346,739.0377348,196.05576,736.9287073,194.3404966,88.00417843,3544.77096,4300,777.4852688,193.6320278,129.0372585,4036.011984,4300,113.856537,3991.788594,4300,52.02555524,48.2409115,51.2716475,1301.264621,7.789923315,307,1011,31125,101,1219.101389,1183.191153,30.016,13664.78683,14087.70765,0.464583333,0.499305556,13664.78683,14087.70765,70.93170833,13664.78683,0.464583333,0.499305556,11.90653566,2.88,2.52,69.82,1.7,0.104,10.11,3.04,13.7,1.03,0.035
20-Feb-22,86.6385464,93.6,56.22,56.2,13,308.82,308.2,32,10203,6194,29829,36023,20.06,96.59,28.383,91.91,5480,998,1229,1320,17.7,116.65,0.912,31122,101,24,105.3,14331.71567,-0.418825229,-0.022283526,1187.587536,0.361271755,1271.18977,1270.442657,1233.543028,1132.573191,1134.604427,1135.38147,1141.428471,1140.811156,1137.075942,792.852572,793.0322781,833.1403903,492.7209464,12918.53472,211.1777003,179.5195258,222.0864714,241.2252441,245.6764296,204.4191074,259.2810321,210.8312413,1230.47732,1050.073919,55266.7095,1463.261872,1575.310273,1520.101399,421.7979021,1388.208392,466.872028,1393.710987,997.0553609,1197.313422,1197.17428,1195.699369,1210.715989,1213.82386,1233.628772,1220.323034,1273.058414,1272.391516,1234.567549,1322.075193,1291.573472,296.597764,1010.440832,264.5813629,767.3598774,294.0395995,897.864583,302.5252898,1190.889372,297.7454271,1350.794362,251.9772896,1325.811022,323.7937855,1226.822454,248.8512444,1296.034053,588.707333,839.1254144,274.2646502,67.80693054,10,250,940,1200,298,0.502584136,16777216,599291.3302,934674,14143.1663,31417.3027,705.3609121,191.1643862,702.6331296,189.324564,86.05743095,3426.587845,4300,742.3857213,188.7615651,125.5755416,3904.212485,4300,110.9942377,3865.364524,4300,52.33946026,48.31270965,51.54423734,1241.675269,6.193483432,309,998,31122,101,1230.585417,1193.690069,32.49636806,13919.17073,14354.96044,0.48125,0.484027778,13919.17073,14354.96044,72.11772917,13919.17073,0.48125,0.484027778,12.02570149,2.88,2.52,69.82,1.7,0.104,10.11,3.04,13.7,1.03,0.035
